"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0046651","BP","GO:0046651","lymphocyte proliferation",300,-0.57898018662724,-1.94818478895776,4.08051967223341e-10,3.03293898547094e-07,2.82473486209919e-07,2467,"tags=39%, list=15%, signal=34%","Mif/Cd274/Jak3/Irf1/Cxcl12/Tnfrsf1b/Psmb10/Ctla4/Ptprc/Crtam/Tnfrsf4/Ripk3/Tgfb1/Vsir/Icosl/Fcgr2b/Spn/Tlr9/Card11/Il7r/Bmp4/Il23r/Lgals9/Cd38/Vtcn1/Inpp5d/Rasal3/Myc/Itgam/Ido1/Wnt4/Sash3/Ighm/Lmo1/Igf1/Dock2/Rac2/Ikzf3/Vpreb1/Ccdc88b/Itgb2/Laptm5/Xcl1/Nckap1l/Coro1a/Cd59a/Lrrc32/Tyrobp/Lilrb4a/Btk/Pla2g2f/Ccr2/Cd28/Tnfsf13b/H2-DMb1/Cd180/Vcam1/Tnfrsf9/Cd55/Cd4/Itgal/Foxp3/Lilrb4b/Tacr1/Cd300a/Cd37/Tnfsf18/Fgf10/Ebi3/Cd27/Il2ra/Cd55b/Siglecg/Cxcr4/Cd80/Flt3/Cd40/Havcr2/Vsig4/Cd86/Lgals7/Tspan32/Cd209a/Il5/Cd244a/Aif1/Ccr7/Tnfrsf13b/Pdcd1lg2/Mzb1/Gpr183/Il12b/Ifng/Btla/Cr2/Cd22/Slamf1/Tnfrsf13c/Tarm1/Cd79a/Cd19/Blk/Cd74/Il27/Gpnmb/Slfn1/H2-Aa/Il6/Slamf6/Il12a/Il1a/Lst1/Cdkn2a/Ighd/Pla2g2d/Mpl/Il1b/H2-DMb2"
"GO:0019730","BP","GO:0019730","antimicrobial humoral response",89,-0.747265052910309,-2.19572670701984,5.78354970046502e-10,3.94052519591684e-07,3.67001741518982e-07,914,"tags=39%, list=6%, signal=37%","Kng2/Camp/Ccl22/Cxcl10/Cxcl14/Ccl8/Reg3a/Jchain/Il17f/Cxcl13/Il17a/Cxcl9/Ccl20/Ang2/Ang4/Ltf/Ccl17/Wfdc18/Cxcl2/Wfdc21/Reg3g/Mmp7/Reg3b/Slpi/Cxcl3/Acod1/Defa35/Defa17/Cxcl5/Cxcl1/Defa40/S100a9/Ang3/Defa30/Defa24"
"GO:0061844","BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",69,-0.780726593443927,-2.20725213267854,7.95892227057362e-10,4.46081574041791e-07,4.15459123830765e-07,914,"tags=45%, list=6%, signal=43%","Spink5/Kng2/Camp/Ccl22/Cxcl10/Cxcl14/Ccl8/Reg3a/Il17f/Cxcl13/Il17a/Cxcl9/Ccl20/Ang2/Ang4/Ltf/Ccl17/Cxcl2/Reg3g/Mmp7/Reg3b/Cxcl3/Defa35/Defa17/Cxcl5/Cxcl1/Defa40/S100a9/Ang3/Defa30/Defa24"
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration",221,-0.615418719812072,-2.01437468856018,8.7173511160521e-10,4.46081574041791e-07,4.15459123830765e-07,1586,"tags=30%, list=10%, signal=28%","Ccl7/Tnfaip6/Dapk2/Rac2/Trpv4/Itgb2/Xcl1/Nckap1l/Myo1f/Csf1r/P2ry12/Ccr2/Cx3cr1/Ccl11/Ccr1/Il34/Spp1/Pla2g7/Cd300a/Adam8/Tnfsf18/Ccl3/Lbp/Fut7/Tlr2/Grem1/Spi1/Ccl22/Ccr3/Cxcl10/Ccl8/Stap1/Aif1/Ccr7/Pgf/Slamf8/Jaml/Ccl2/Tnfsf11/Cxcl13/Ifng/Il17a/Ccl24/Cxcl9/Saa2/Slamf1/Ccl20/Cd74/Prtn3/Csf3r/Trem2/Ccl17/Il1a/Calca/Trem3/Sell/Cxcl2/Retnlg/Il1b/Trem1/Gp2/Cxcl3/Cxcl5/Cxcr2/Cxcl1/S100a9/S100a8"
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus",225,-0.611682069949751,-2.00718192713683,8.72958070531881e-10,4.46081574041791e-07,4.15459123830765e-07,1317,"tags=25%, list=8%, signal=24%","Lilrb4a/Cx3cr1/Cd68/Zc3h12a/Cd180/Cd55/Igtp/Klrk1/Lbp/Cd55b/Tlr2/Cd80/Havcr2/Cd84/Cd86/Spi1/Cxcl10/Ankrd1/Scimp/Stap1/Pdcd1lg2/Il12b/Clec7a/Ccl2/Cxcl13/Ifng/Cxcl9/Tlr6/Cr2/Tnf/Aicda/Nuggc/Tnip3/Ang4/Ltf/Il6/Trem2/Il12a/Il1a/Nlrp3/Klrh1/Raet1a/Cxcl2/Il1b/Nos2/Gbp10/Plscr2/Il36g/Cxcl3/Acod1/Defa35/Defa17/Cxcl5/Cxcl1/Defa40/Defa30/Defa24"
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway",368,-0.549957607729345,-1.88281325994973,7.34678100064046e-10,4.46081574041791e-07,4.15459123830765e-07,2573,"tags=32%, list=16%, signal=27%","Ifngr2/Parp9/Stat2/Il12rb1/Irgm1/Jak3/Irf1/Cxcl12/Ccl4/Ptprc/Fcer1g/Traf1/Csf1/Plvap/Lifr/Isg15/Oas1c/Oas1a/Tnfrsf11a/Il10ra/Zbp1/Il7r/Il22ra2/Il21r/Oas2/Il23r/Socs1/Casp4/Pira2/Duox2/Il3ra/Ackr1/Pirb/Il4ra/Ccl7/Tnfrsf17/Sh2b2/Irf5/Il16/Ifitm1/Il2rg/Laptm5/Xcl1/Tslp/Csf1r/Crlf2/Ccr2/Cx3cr1/Tnfsf13b/Ccl11/Ccr1/Oas1g/Il33/Slc1a1/Il20ra/Il34/Il5ra/Cd4/Csf2rb/Igtp/Trbv13-2/Il1rn/Lilra5/Thpo/Tnfsf18/Sting1/Gpr75/Ccl3/Ebi3/Cxcr4/Flt3/Ifitm3/Cd300lf/Spi1/Ccl22/Foxc1/Cxcl10/Ccl8/Ifitm6/Il5/Stap1/Iigp1/Il12b/Il18rap/Ccl2/Il17f/Tnfsf11/Cxcl13/Ifng/Il17a/Ccl24/Cxcl9/Tnf/Tnfrsf13c/Ccl20/Cd74/Il13ra2/Il6/Csf3r/Trem2/Ccl17/Il1a/Il1r2/Mmp12/Lilra6/Mpl/Cxcl2/Osm/Il1b/Duox1/Csf2/Il36g/Cxcl3/Cxcl5/Cxcr2/Cxcl1"
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis",210,-0.619273256003178,-2.01739546660322,9.80002067309397e-10,4.7132334719539e-07,4.3896810866354e-07,1586,"tags=33%, list=10%, signal=30%","Ccl7/Tnfaip6/Il16/Dapk2/Rac2/Trpv4/Itgb2/Xcl1/Nckap1l/Coro1a/Cnr2/Csf1r/Ccr2/Cx3cr1/F7/Ccl11/Ccr1/Gpr18/Il34/Spp1/Pla2g7/Gpsm3/Adam8/Tnfsf18/Trpm2/Ccl3/Lbp/Grem1/Tnfsf14/Spi1/Ccl22/Ccr3/Cxcl10/Cxcl14/Ccl8/Ccr6/Stap1/Aif1/Ccr7/Pgf/Slamf8/Gpr183/Jaml/Ccl2/Tnfsf11/Cxcl13/Ifng/Cxcr5/Ccl24/Cxcl9/Saa2/Slamf1/Ccl20/Cd74/Csf3r/Ccl17/Il12a/Calca/Trem3/Sell/Cxcl2/Retnlg/Il1b/Trem1/Cxcl3/Cxcl5/Cxcr2/Cxcl1/S100a9/S100a8"
"GO:0097530","BP","GO:0097530","granulocyte migration",148,-0.658658779729765,-2.0860618073662,2.899857373009e-09,1.24785441482745e-06,1.16219214605801e-06,1586,"tags=35%, list=10%, signal=32%","Ccl7/Tnfaip6/Dapk2/Rac2/Trpv4/Itgb2/Xcl1/Nckap1l/Myo1f/Csf1r/Ccl11/Il34/Spp1/Cd300a/Adam8/Tnfsf18/Ccl3/Lbp/Fut7/Tlr2/Ccl22/Ccr3/Cxcl10/Ccl8/Ccr7/Slamf8/Jaml/Ccl2/Cxcl13/Ifng/Il17a/Ccl24/Cxcl9/Slamf1/Ccl20/Cd74/Prtn3/Csf3r/Ccl17/Il1a/Trem3/Sell/Cxcl2/Il1b/Trem1/Gp2/Cxcl3/Cxcl5/Cxcr2/Cxcl1/S100a9/S100a8"
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin",201,-0.619836035675966,-2.01242535942984,2.81668023845073e-09,1.24785441482745e-06,1.16219214605801e-06,1317,"tags=27%, list=8%, signal=25%","Lilrb4a/Cx3cr1/Cd68/Zc3h12a/Cd180/Cd55/Igtp/Klrk1/Lbp/Cd55b/Tlr2/Cd80/Havcr2/Cd84/Cd86/Spi1/Cxcl10/Ankrd1/Scimp/Stap1/Pdcd1lg2/Il12b/Ccl2/Cxcl13/Ifng/Cxcl9/Tlr6/Cr2/Tnf/Aicda/Nuggc/Tnip3/Ang4/Ltf/Il6/Trem2/Il12a/Il1a/Nlrp3/Raet1a/Cxcl2/Il1b/Nos2/Gbp10/Plscr2/Il36g/Cxcl3/Acod1/Defa35/Defa17/Cxcl5/Cxcl1/Defa40/Defa30/Defa24"
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation",454,-0.5089109706322,-1.77016072983186,3.34248632322301e-09,1.36640840893357e-06,1.27260768748396e-06,2426,"tags=29%, list=15%, signal=25%","Jak3/Ccr9/Irf1/Batf3/Ctla4/Ptprc/Fcer1g/Crtam/Ly9/Ripk3/Nfkbid/Irf8/Csf1/Nhej1/Tgfb1/Vsir/Sox12/Tbx21/Spn/Tlr9/Gpr89/Card11/Il7r/Sfrp1/Bmp4/Lgals9/Socs1/Cracr2a/Tmem176a/Inpp5d/Lag3/Batf2/Mdk/Jag2/Myc/Tmem176b/Gadd45g/Rhoh/Pirb/Runx3/Mafb/Il4ra/Wnt4/Fas/Sash3/Zbtb16/Ighm/B2m/Cyp26b1/Dock2/Ikzf3/Spib/Il2rg/Laptm5/Fes/Nckap1l/Gata3/Pou2f2/Lyl1/Zbtb46/Lilrb4a/Ikzf1/Btk/Ccr2/Cd28/Tnfsf13b/Tespa1/Zc3h12a/Gpr18/Il34/Tnfrsf9/Ntrk1/Cd4/Foxp3/H2-Ab1/Lilrb4b/Adam8/Tnfsf18/Trpm2/Cd27/Batf/Il2ra/Fut7/Camk4/Scart2/Tnfsf8/Flt3/Runx2/Nfam1/Spi1/Pik3r6/Igkj5/Cd79b/Ccr6/H2-DMa/Irf4/Ccr7/Slamf8/Gpr183/Il12b/Ms4a1/Ifng/H2-Oa/Cr2/Slamf1/Flt3l/Igkc/Cd79a/Cd19/Blk/Cd74/Ighe/Il27/Prtn3/H2-Aa/Il6/Trem2/Slamf6/Pou2af1/Il12a/Il1a/Cdkn2a/Bcl2a1d/Pla2g2d/Nlrp3/Ubd/Il1b/Csf2/Clec4d/Clec4e"
"GO:0034341","BP","GO:0034341","response to interferon-gamma",131,-0.66491893362078,-2.07410116451137,6.22099312313002e-09,2.42203998927195e-06,2.25577264424674e-06,2562,"tags=45%, list=16%, signal=38%","Parp9/Tlr4/Il12rb1/Irgm1/Rab7b/Irf1/Ccl4/Mrc1/Irf8/Cited1/Sirpa/Cd47/Il23r/Socs1/Cdc42ep2/Cxcl16/Sp100/Stxbp1/Gbp8/H2-Eb1/Ccl7/Ifitm1/Bst2/Was/Xcl1/Mefv/Ccl11/Gbp9/Gbp3/Igtp/Gbp5/H2-Ab1/Gbp7/Shfl/Ccl3/Tlr2/Cd40/Ifitm3/Ccl22/Ccl8/Ifitm6/Il12b/Ccl2/Kynu/Ifng/Ccl24/Ccl20/Cd74/Ciita/Tgtp1/H2-Aa/Ccl17/Gbp4/Ubd/Nos2/Gbp11/Gbp10/Acod1/Gbp2b"
